Siret;Raison_sociale;Enseigne;Dirigeant_principal;Forme_juridique;Libelle_inscription;Code_APE;Libelle_code_APE;Libelle_categorie;Effectif_etablissement;Voie;Code_postal;Libelle_commune;Libelle_departement;Libelle_zone_appartenance_commune;Telephone;Email;Nombre_etablissements
917.476.855.00015;MR BRUN MATHIEU;;Mr Mathieu BRUN;1000;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;CUPARCHIATA;20110;VIGGIANELLO;CORSE DU SUD;CC - SARTENAIS VALINCO TARAVO;;;1
918.856.485.00019;ALEXIA DESANTI;;Mme Alexia DESANTI;5710;RCS;6202B;TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES;SERVICE;0;ROUTE DE VIGGIANELLO;20110;VIGGIANELLO;CORSE DU SUD;CC - SARTENAIS VALINCO TARAVO;07 70 25 49 73;alexia.desanti@orange.fr;1
835.156.563.00016;ALTA QUANTUM;;Mr Nicolas HERVIER MOSKOFIAN;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;QUARTIER DE L'EGLISE;20116;ZERUBIA;CORSE DU SUD;CC - ALTA ROCCA;;;1
432.408.490.00014;MILEDDA;;Mme Emilie POGGI;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;QUAI PERU;20173;ZEVACO;CORSE DU SUD;CC - PIEVE DE L'ORNANO ET DU TARAVO;04 95 24 44 38;miledda@miledda.com;1
352.324.610.00034;GESIBAT;;Mr Thierry SERVANT;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;TESTA;20124;ZONZA;CORSE DU SUD;CC - ALTA ROCCA;;;1
940.853.120.00019;CONTRASTES NUMERIQUES;;Mr Michel DARDET;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;CAROMONTINO;20144;ZONZA;CORSE DU SUD;CC - ALTA ROCCA;;;1
821.929.494.00010;REZID'SMART;;Mme Celine MARCHI;5710;RCS;6203Z;GESTION D'INSTALLATIONS INFORMATIQUES;SERVICE;0;VALLE LONGA;20124;ZONZA;CORSE DU SUD;CC - ALTA ROCCA;;;1
942.362.781.00018;AMSLAND SERVICES;;Mr Pascal EYRAUD;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;PASCIALEDDA DI BACCA;20124;ZONZA;CORSE DU SUD;CC - ALTA ROCCA;;;1
851.725.051.00011;UNIGEST SOLUTIONS;;Mr Rachid GHOULAM;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;RUE DU COLONEL FRANCESCHETTI;20270;ALERIA;HAUTE CORSE;CC - L'ORIENTE;06 52 63 18 29;rghouly@gmail.com;1
943.845.743.00013;MINDLET;;Mr Mehdi GHOULAM;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;U CATERAGHJU;20270;ALERIA;HAUTE CORSE;CC - L'ORIENTE;;;1
324.103.829.00762;SPIE ICS;;Mr Arnaud TIRMARCHE;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;AVENUE DE LA LIBERATION;20600;BASTIA;HAUTE CORSE;CA - CAB;;;1
483.040.325.00027;CYRNEA LIMS;;Mme Marina GUERITEE;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;10 RUE CDT LUCE CASABIANCA;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 31 41 71;;1
843.012.758.00036;HANDIROAD;;Mme Stephanie MAGY;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;RESIDENCE LES JARDINS DU FANGO;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
880.859.988.00011;CYBER SECURITE MANAGEMENT;;Mr Boris BRUNEL;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;45 RUE CESAR CAMPINCHI;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 32 88 32;contact@cybersecurite-management.fr;1
949.580.401.00014;JEAN-BAPTISTE RADET - EXPERTISES;NOCODEMU;Mr Jean Baptiste RADET;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;RUE SANTA MADDALENA;20600;BASTIA;HAUTE CORSE;CA - CAB;;;1
951.274.323.00017;BLOCKBRAINERS;;Mr Olivier RICCINI;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;MONTEPIANO;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
433.019.197.00022;E-K.I.P MEDITERRANEE INFORMATIQUE;;Mr Pierre CASANOVA;5710;RCS;6203Z;GESTION D'INSTALLATIONS INFORMATIQUES;SERVICE;8;10 B AVENUE EMILE SARI;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 59 27 59;commercial@e-kip.fr;1
813.445.053.00016;MME DELAUNEY TIPHAINE;;Mme Tiphaine DELAUNEY;1000;RCS;6203Z;GESTION D'INSTALLATIONS INFORMATIQUES;SERVICE;0;ROUTE DE CARDO SUPERIEURE;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 36 05 33;archivieste@outlook.fr;1
920.702.495.00010;ORMA;;Mr Sebastien MANGINI;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;CHEM DU MACCHIONE;20600;BASTIA;HAUTE CORSE;CA - CAB;;;1
928.440.569.00012;GO ARTISANS;;Mr Olivier HUBERT MURACCIOLI;5720;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;9 RUE SEBASTIEN DE CASALTA;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
949.880.405.00012;FMC COM;;Mr Pascal HENNEMANN;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;2 RUE POSTA VECCHIA;20200;BASTIA;HAUTE CORSE;CA - CAB;;contact@french-media-corp.com;1
422.018.424.00024;CORSICAWEB;;Mme Marie Dominique ROUX;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;7;PORTDE TOGA;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 32 29 94;info@corsicaweb.fr;1
423.072.883.00055;INFORMATIQUE PROFESSIONNELLE CORSE;;Mme Marie-Jeromine MORETTI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;2;RESIDENCE FLEUR DE MAI LUPINO;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 21 11 83;;1
438.484.362.00035;L.N.G. INFORMATIQUE;;Mr Jean Yves RALLO;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;PASTORECCIA;20600;BASTIA;HAUTE CORSE;CA - CAB;04 95 33 06 56;PERETTI.CHRISTOPHE@GMAIL.COM;1
792.287.419.00024;DENTAL IMPLANT CORPORATION;;Mr Marcel ROCCHESANI;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;24 RUE CESAR CAMPINCHI;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
810.991.794.00027;MR MORI FREDERIC;JUPIXEL;Mr Frederic MORI;1000;RCS/RM;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RESIDENCE LES VALLONS DU MACCHIONE;20600;BASTIA;HAUTE CORSE;CA - CAB;06 12 28 03 71;MORIFRED.WD@GMAIL.COM;1
824.078.687.00012;NEBBIU;;Mr Antoine CARDI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;4 BOULEVARD PAOLI;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
824.821.516.00039;CAFIP;;Mr Charles GIUSTINIANI;5710;RCS/RM;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;ROUTE ROYALE;20600;BASTIA;HAUTE CORSE;CA - CAB;04 95 60 49 10;achat@cafip.cc;1
830.010.567.00014;ALTRIMENTE;;Mr Valentin ACHILLI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RECIPELLO;20200;BASTIA;HAUTE CORSE;CA - CAB;06 87 62 78 72;valentinachilli@gmail.com;1
831.071.865.00016;EDITIONS DE L'EMOTION;;Mr Philippe SECRETAIN;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RUE SAINT FRANCOIS;20200;BASTIA;HAUTE CORSE;CA - CAB;06 11 01 75 17;ph.secretaintortoni@icloud.com;1
834.712.473.00042;TEELT;;Mr Yann BOISSEAU;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;2 COURS PIERANGELI;20200;BASTIA;HAUTE CORSE;CA - CAB;06 19 33 09 26;DIRECTION@TEELT.IO;1
837.881.846.00021;L'AGENZA;;Mr Philippe DE SOLLIERS;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;7 RUE SAINT  EXUPERY;20600;BASTIA;HAUTE CORSE;CA - CAB;;contact@lagenza.fr;1
841.125.701.00018;WHATISEAT ENTREPRISE;;Mr Jean-Baptiste GRAZIANI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;3;2 RUE DES HORIZONS BLEUS;20200;BASTIA;HAUTE CORSE;CA - CAB;06 23 41 62 80;graziani.jb@gmail.com;1
841.218.118.00039;AUTONOMOUS CLEAN WATER APPLIANCE (ACWA;;Mr Jean Francois ROSSI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;3;LIEU DIT ERBAJOLO;20200;BASTIA;HAUTE CORSE;CA - CAB;07 61 07 85 06;jfguiderdoni@gmail.com;1
888.019.205.00028;STATUS101;;Mr Mickael ANDRZEJEWSKI;5498;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;ROUTE ROYALE;20600;BASTIA;HAUTE CORSE;CA - CAB;04 20 02 61 81;;1
890.962.764.00019;MR MENTASTI VINCENT;;Mr Vincent MENTASTI;1299;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;COLOMBANI;20200;BASTIA;HAUTE CORSE;CA - CAB;;sneakersmv@outlook.com;1
910.638.485.00011;LE BUREAU;;Mr Pierre Francois MORGANTI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;2;7 COURS FAVALE;20200;BASTIA;HAUTE CORSE;CA - CAB;06 04 50 11 20;contact@lebureaubastia.fr;1
930.854.849.00013;TAILOR TECH INCORPORATION;;Mr Daniel MENDES XIMENS;5710;RCS/RM;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;7 COURS FAVALE;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
943.016.121.00015;TOZZE LABS;;Mr Julien VECCHIOLI;5720;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;1 RUE DU JUGE FALCONE;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
951.485.770.00014;SASWAVE;;Mr Jonathan LOULE;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;4 B BOULEVARD PAOLI;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
983.554.932.00019;KEIYO;;Mr Jean EMMERY DELECROIX;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;FALCONAJA;20200;BASTIA;HAUTE CORSE;CA - CAB;;;1
831.822.903.00033;MR BEN MOHAMED ABDELLELAH;CONNEC TIC;Mr Abdellelah BEN MOHAMED;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;CHEMIN DE CARDO;20200;BASTIA;HAUTE CORSE;CA - CAB;06 50 32 87 42;oreason@gmail.com;1
842.836.199.00047;NET INFO SERVICES;;Mr Romain AVAZERI;5720;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;RESIDENCE LUPINO;20600;BASTIA;HAUTE CORSE;CA - CAB;06 34 99 61 67;romain.ava@gmail.com;1
331.733.303.00019;CII 2B CENT INSUL INFORMATIQUE;;Mr Rene RENUCCI;5499;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;1;RESIDENCE LES TORETTES FORT LACROIX;20200;BASTIA;HAUTE CORSE;CA - CAB;04 95 34 09 00;gestion.insulaire@orange.fr;1
332.788.884.00010;STE D'ORGANISATION DE GESTION INFO;;Mme Henriette CASANOVA;5710;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;33;AVENUE SAMPIERO CORSO;20600;BASTIA;HAUTE CORSE;CA - CAB;04 95 54 34 19;valentini@sogic.fr;1
339.552.648.00059;INFORMATIQUE TELEMATIQUE CORSE;SITEC;Mr Romain COLONNA;5515;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;15;PARC TECHNOLOGIQUE D'ERBAJOLO;20600;BASTIA;HAUTE CORSE;CA - CAB;04 95 33 78 58;finances@sitec.fr;1
437.759.046.00034;INFOPAIE;;Mr Joel OLIVIERI;5499;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;0;145 AVENUE SAMPIERO CORSO;20600;BASTIA;HAUTE CORSE;CA - CAB;04 95 34 99 00;secretariat@sofigec20.fr;1
808.116.818.00044;AZUR R.H.;AZUR RH;Mr Philippe MAGNAN;5710;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;10;LIEU DIT PURETTI;20200;BASTIA;HAUTE CORSE;CA - CAB;;G.DELAHAYE@C2CCORSE.COM;1
379.649.403.00043;COPIE CONFORME;;Mr Charly DELSOL;5710;RCS;6209Z;AUTRES ACTIVITÉS INFORMATIQUES;SERVICE;14;LIEU DIT SAN LORENZO;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;04 95 10 69 70;abrighi@copieconforme.corsica;1
842.207.789.00020;MR FOURNIE JEROME;;Mr Jerome FOURNIE;1100;RCS/RM;6209Z;AUTRES ACTIVITÉS INFORMATIQUES;SERVICE;0;C COMMERCIAL DE FICABRUNA;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;06 11 71 97 74;jeromeinfo2b@gmail.com;1
752.625.566.00035;MR MERISI JULIEN;;Mr Julien MERISI;1000;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;LOTISSEMENT BEVINCO;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;;;1
952.530.392.00010;WAYSUP CORSE;;Mr Jean Pierre BIJAOUI;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;13 LOTISSEMENT ARBUCETTA;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;;;1
813.685.211.00019;DEMATCO;;Mr Loic MORELLI;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;CHEMIN DE PUZACCI;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;04 95 59 25 25;contact@dematco.fr;1
829.032.044.00028;TUR DLS;;Mr Pierre TUR;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;13 LOTISSEMENT ARBUCETTA;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;06 47 36 37 12;dls@dlsservices.fr;1
877.905.547.00015;NOOX;NOOX;Mr Jean Marc FRANCOIS;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;3 LOTISSEMENT BEVINCO;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;06 34 25 04 73;pietrotti@me.com;1
948.788.070.00019;SMART GAMES;;Mr Sebastien MACIA;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;570 ROUTE DE SAINT ANDRE;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;;;1
977.968.270.00016;STORIA;;Mr Fabien SANTONI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;20 LOTISSEMENT TOMBULU BIANCU;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;;;1
327.788.469.00036;CORSE DIFFUSION INFORMATIQUE;;Mr Pierre Marie ARMANET;5710;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;16;15 LOTISSEMENT ARBUCETTA;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;04 95 30 03 33;pierre.armanet@gmail.com;1
389.852.104.00014;SERVICES ASSISTANCE AVANCEE;;Mr Philippe EMANUELLI;5499;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;7;CASATORRA;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;04 95 33 06 01;contact@saav-corse.com;1
481.194.272.00011;I.L.M CORSE;;Mr Paul Andre LEGAGNEUX-PASQUALINI;5499;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;19 ALLEE DES CAPUCINES;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;06 12 18 36 98;ilmcorse@orange.fr;1
800.134.108.00045;MR HERRERA-BARETTI ERIC;;Mr Eric HERRERA;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;38 RUE SAINT ANDRE;20620;BIGUGLIA;HAUTE CORSE;CC - MARANA GOLO;06 19 87 56 80;eric.beretti@gmail.com;1
429.333.560.00051;P.I.C. INFORMATIQUE;;Mr Olivier FOSSE;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;6;AVENUE DE BORGO;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;;info@picinformatique.com;1
884.882.556.00019;BALDASSARI SERVICE INFORMATIQUE;;Mr Paul Auguste BALDASSARI;5710;RCS;6203Z;GESTION D'INSTALLATIONS INFORMATIQUES;SERVICE;0;1750 AVENUE DE BORGO;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;07 77 92 92 44;;1
812.926.566.00025;KALLISOFT;;Mr Patrick JEAN;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;310 ROUTE DE CANAVAGGIA;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;;patrick@kallisoft.com;1
817.689.474.00036;3A SOLUTIONS;;Mr Ange Cesar ANDREANI;5710;RCS/RM;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;11 ROUTE DE LA GARE;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;04 95 48 16 95;contact@3asolutions.fr;1
984.007.195.00014;OMEGA IT;;Mr Antoine DEVE;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;6 ALLEE DES CHENES LIEGES;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;;;1
988.711.784.00013;CINTU COMMUNICATION;;Mr Thomas TUMEO;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;35 IMPASSE DES PINS;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;;;1
479.640.807.00026;MFI;;Mr Ludovic PIETRI;5710;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;11;STRADA VECCHIA, VALROSE;20290;BORGO;HAUTE CORSE;CC - MARANA GOLO;09 75 39 97 39;s.ferrali@mfi-corse.com;1
910.498.534.00015;TEMPERO;;Mr Youssef HAMADI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RESIDENCE A PUGHJOLA;20222;BRANDO;HAUTE CORSE;CC - CAP CORSE;;;1
345.071.716.00020;MR PONTICACCIA HERVE;;Mr Herve PONTICACCIA;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;ERBALUNGA;20222;BRANDO;HAUTE CORSE;CC - CAP CORSE;06 26 84 95 54;mfinfo2b@gmail.com;1
949.167.597.00010;ENJOY DATA CONSULTING;;Mr Nicolas GAMBLIN;5710;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;0;ROUTE DE MAUSOLEO;20222;BRANDO;HAUTE CORSE;CC - CAP CORSE;;;1
434.625.521.00027;CALVI 2B INFORMATIQUE;;Mr Jean Pierre OSTACCHINI;5710;RCS;6203Z;GESTION D'INSTALLATIONS INFORMATIQUES;SERVICE;2;CROISEMENT SANTORI;20260;CALVI;HAUTE CORSE;CC - CALVI BALAGNE;04 95 65 19 25;contact@calvi.net;1
824.083.562.00028;KOCLICCO;;Mr Pierre-Michel ROCHAULT;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;ROUTE DE Lâ€™AEROPORT;20260;CALVI;HAUTE CORSE;CC - CALVI BALAGNE;04 95 34 99 00;;1
888.847.969.00019;KEY;;Mme Marina IBRAHIM;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;AVENUE SANTA MARIA;20260;CALVI;HAUTE CORSE;CC - CALVI BALAGNE;;;1
951.860.790.00017;ETALIA MEDIA;;Mr Julien GUILLON;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;ROUTE PIETRAMAGGIORE;20260;CALVI;HAUTE CORSE;CC - CALVI BALAGNE;;;1
990.225.674.00011;C2BI MILANI TECH;;Mr Jean-Pierre MILANI;5710;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;ROUTE D AJACCIO;20260;CALVI;HAUTE CORSE;CC - CALVI BALAGNE;04 95 65 19 25;milanic2bi@gmail.com;1
420.128.043.00015;CSCWEB;;Mr Xavier TORRE;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;LORIANI;20244;CAMBIA;HAUTE CORSE;CC - PASQUALE PAOLI;;;1
944.618.636.00012;ISULA SOLUTIONS & CO;;Mme Noemie VEZZANI;5720;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;CIVELLI;20224;CASAMACCIOLI;HAUTE CORSE;CC - PASQUALE PAOLI;04 95 57 40 72;contact@nvezzani-consulting.fr;1
934.204.462.00014;INTUITION CREATIVE;;Mme Anne Laure BAILLY;5720;RCS/RM;6312Z;PORTAILS INTERNET;SERVICE;1;71  FAVALE;20221;CERVIONE;HAUTE CORSE;CC - COSTA VERDE;;annelaure@studio-eucalyptus.fr;1
988.771.739.00014;BLURRYLINE;;Mr David CROS PIEZZOLI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;;GHJASSU DI U PETRICCIU;20221;CERVIONE;HAUTE CORSE;CC - COSTA VERDE;;;1
989.438.205.00019;TELESSIO;;Mr Sebastian SZCZEPANIAK,;5720;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;LOTISSEMENT PAESOLU DI PRUNETE;20221;CERVIONE;HAUTE CORSE;CC - COSTA VERDE;;;1
989.557.343.00013;AUDIOVIA;;Mme Claire BERNARDINI;5720;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;A TRAVERSA;20221;CERVIONE;HAUTE CORSE;CC - COSTA VERDE;;;1
497.658.518.00020;NEUROMEDIASOFT;;Mr Cyril VIENNE;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;SAINT PANCRACE;20250;CORTE;HAUTE CORSE;CC - CENTRE CORSE;04 95 55 13 09;contact@neuromediasoft.fr;1
498.405.117.00025;MR VIGNOLI JEAN;2001 JEUX;Mr Jean-Claude VIGNOLI;1200;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;17 RUE DU PROF SANTIAGGI;20250;CORTE;HAUTE CORSE;CC - CENTRE CORSE;04 95 33 15 27;presse@2001jeux.com;1
853.413.433.00022;BARBATECH SOLUTIONS;;Mr Stephane BARBAGELATA-MENDELLA;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;18 B LOTISSEMENT PATERNO;20600;FURIANI;HAUTE CORSE;CA - CAB;04 95 60 18 90;;1
893.867.788.00026;STRED;;Mr Stephane BARBAGELATA-MENDELLA;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;18 B LOTISSEMENT PATERNO;20600;FURIANI;HAUTE CORSE;CA - CAB;;;1
893.344.507.00015;MR GIAMMARI JOSEPH;;Mr Joseph GIAMMARI;1200;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;LOTISSEMENT LES COLLINES;20600;FURIANI;HAUTE CORSE;CA - CAB;06 89 09 50 19;jose.giammari@gmail.com;1
914.400.494.00011;MR PERRIN--CACCIARI JOAN;;Mr Joan PERRIN--CACCIARI;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;LOTISSEMENT CAMPO META;20600;FURIANI;HAUTE CORSE;CA - CAB;;;1
538.825.076.00028;INFORMATIQUE PRESTATION CONSEIL;;Mme Marie-Jeromine MORETTI;5499;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;2;189 CHEMIN SANSONNETTI;20600;FURIANI;HAUTE CORSE;CA - CAB;04 95 24 76 73;;1
920.444.007.00016;MULTARI ACCOMPAGNEMENT INFORMATIQUE;;Mr Lionel MULTARI;5710;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;1;RESIDENCE BASTIO;20600;FURIANI;HAUTE CORSE;CA - CAB;;;1
989.128.558.00016;KAIRO AI;;Mr Samih RINGUET;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;45 ROUTE DE LA MER;20240;GHISONACCIA;HAUTE CORSE;CC - FIUMORBU CASTELLU;;;1
421.485.897.00035;"""ACTECO"" ATELIER DE CREATION EN TECHNO";;Mr Daniel GUIRAUD;5499;RCS;6202B;TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES;SERVICE;0;FETTA DI PAGLIAJO;20240;GHISONACCIA;HAUTE CORSE;CC - FIUMORBU CASTELLU;04 95 57 34 62;acteco2b@orange.fr;1
529.101.347.00019;INTUITIVI;;Mr Antoine MANFREDI;5710;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;0;395 CHEMIN DES HORIZONS VERTS;20240;GHISONACCIA;HAUTE CORSE;CC - FIUMORBU CASTELLU;;support@goliday.com;1
972.200.018.10314;FIDUCIAL CONSULTING;;Mr Christian LATOUCHE;5710;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;1;ROUTE DE GHISONI;20240;GHISONACCIA;HAUTE CORSE;CC - FIUMORBU CASTELLU;04 95 56 10 35;ghisonaccia.expertise.comptable@fiducial.fr;1
